location,State,County,Location,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,new_county
"Texas, Tyler",Texas,Tyler,"Texas, Tyler",20854,20657,20825,20823,21038,20935,21034,21279,21570,21737,"21,764","21,674","21,504","21,508","21,468","21,370","21,423",Tyler
"Texas, Upshur",Texas,Upshur,"Texas, Upshur",35402,35746,36739,37232,37530,37957,38004,38275,38706,39084,"39,377","39,731","39,918","39,757","40,280","40,317","40,771",Upshur
"Texas, Upton",Texas,Upton,"Texas, Upton",3376,3231,3273,3202,3168,3117,3174,3123,3231,3327,"3,338","3,284","3,263","3,386","3,482","3,652","3,690",Upton
"Texas, Uvalde",Texas,Uvalde,"Texas, Uvalde",25900,25939,26309,26258,26205,26368,26301,26217,26206,26223,"26,443","26,588","26,746","26,904","27,022","26,949","27,081",Uvalde
"Texas, Val Verde",Texas,Val Verde,"Texas, Val Verde",45020,45144,45495,46184,46941,47108,47401,47676,47882,48463,"48,971","48,972","48,976","49,044","48,845","48,891","48,911",Val Verde
"Texas, Van Zandt",Texas,Van Zandt,"Texas, Van Zandt",48324,48932,49953,50293,51366,51579,52194,52151,52470,52359,"52,579","52,487","52,207","52,328","52,781","53,430","54,367",Van Zandt
"Texas, Victoria",Texas,Victoria,"Texas, Victoria",83937,84491,84573,84674,84718,84453,84528,85261,85762,86635,"86,883","87,557","89,116","90,066","91,042","92,136","92,402",Victoria
"Texas, Walker",Texas,Walker,"Texas, Walker",61768,62444,62216,63609,64551,65676,65591,65517,65726,66748,"68,241","68,409","68,609","69,404","70,076","70,836","71,845",Walker
"Texas, Waller",Texas,Waller,"Texas, Waller",32843,33747,35060,36333,36850,37242,38260,39809,40578,42087,"43,519","44,101","44,335","45,408","46,765","48,641","50,046",Waller
"Texas, Ward",Texas,Ward,"Texas, Ward",10808,10459,10337,10237,10189,10232,10301,10275,10588,10734,"10,594","10,671","10,823","11,205","11,571","11,631","11,571",Ward
"Texas, Washington",Texas,Washington,"Texas, Washington",30423,30433,30741,30995,31330,31710,32199,32434,32869,33459,"33,708","33,966","33,930","34,201","34,403","34,836","34,740",Washington
"Texas, Webb",Texas,Webb,"Texas, Webb",194576,200347,206001,211786,217858,223703,229307,234594,240287,245908,"251,370","255,935","260,595","264,430","267,465","269,865","272,301",Webb
"Texas, Wharton",Texas,Wharton,"Texas, Wharton",41220,40991,40915,41026,40992,40987,41073,40845,40893,40998,"41,281","41,287","41,136","41,122","41,095","41,383","41,609",Wharton
"Texas, Wheeler",Texas,Wheeler,"Texas, Wheeler",5253,5170,5094,4926,4934,4945,5055,5138,5199,5375,"5,387","5,446","5,589","5,716","5,696","5,658","5,518",Wheeler
"Texas, Wichita",Texas,Wichita,"Texas, Wichita",131817,130790,130761,130411,131677,130767,131376,130564,130340,130913,"131,794","130,803","131,701","132,192","132,646","130,961","131,295",Wichita
"Texas, Wilbarger",Texas,Wilbarger,"Texas, Wilbarger",14613,14299,14248,14023,13879,13830,13835,13746,13506,13575,"13,509","13,452","13,289","13,204","12,988","13,055","12,880",Wilbarger
"Texas, Willacy",Texas,Willacy,"Texas, Willacy",20076,20016,20198,20418,20767,21229,21463,21576,21763,21862,"22,225","22,167","22,208","22,019","21,935","21,863","21,761",Willacy
"Texas, Williamson",Texas,Williamson,"Texas, Williamson",255379,276940,290112,302895,316532,332169,351970,373723,395437,410800,"426,287","442,031","455,750","470,017","487,913","507,133","527,622",Williamson
"Texas, Wilson",Texas,Wilson,"Texas, Wilson",32721,33408,34254,35458,36721,37706,39007,40354,41657,42181,"43,051","43,667","44,353","45,217","46,145","47,178","48,212",Wilson
"Texas, Winkler",Texas,Winkler,"Texas, Winkler",7083,7056,6960,6738,6735,6578,6642,6775,7024,7128,"7,085","7,165","7,371","7,635","7,819","8,027","7,915",Winkler
"Texas, Wise",Texas,Wise,"Texas, Wise",49373,50927,52381,53691,54497,55613,56569,57247,58181,59134,"59,115","59,967","60,424","61,019","61,702","62,857","64,478",Wise
"Texas, Wood",Texas,Wood,"Texas, Wood",36811,37288,37633,38915,39600,39917,41099,41414,41722,41870,"41,977","42,092","42,383","42,346","42,764","43,117","43,753",Wood
"Texas, Yoakum",Texas,Yoakum,"Texas, Yoakum",7274,7299,7212,7235,7362,7404,7404,7588,7765,7908,"7,851","7,971","8,055","8,222","8,398","8,644","8,652",Yoakum
"Texas, Young",Texas,Young,"Texas, Young",17846,17659,17665,17892,17921,17801,18227,18135,18104,18466,"18,522","18,355","18,278","18,354","18,274","18,163","18,098",Young
"Texas, Zapata",Texas,Zapata,"Texas, Zapata",12088,12266,12514,12584,12727,13043,13069,13388,13640,13876,"14,087","14,227","14,276","14,385","14,376","14,493","14,446",Zapata
"Texas, Zavala",Texas,Zavala,"Texas, Zavala",11636,11596,11616,11513,11512,11565,11642,11657,11725,11544,"11,729","11,875","12,014","12,195","12,243","12,310","12,121",Zavala
"Utah, Beaver",Utah,Beaver,"Utah, Beaver",5998,5999,6058,6039,6077,6192,6281,6266,6413,6552,"6,655","6,559","6,500","6,457","6,432","6,353","6,478",Beaver
"Utah, Box Elder",Utah,Box Elder,"Utah, Box Elder",42882,43362,44038,44548,44666,45090,45948,47193,48437,49372,"50,175","50,239","50,201","50,727","51,300","51,826","52,975",Box Elder
"Utah, Cache",Utah,Cache,"Utah, Cache",91861,92831,95493,97101,98854,100501,101236,103624,106824,110291,"113,386","114,781","115,895","117,025","117,894","119,697","122,201",Cache
"Utah, Carbon",Utah,Carbon,"Utah, Carbon",20491,19937,20114,20146,20026,19870,20072,20554,20596,21143,"21,403","21,305","21,222","20,903","20,636","20,391","20,324",Carbon
"Utah, Daggett",Utah,Daggett,"Utah, Daggett",926,929,907,914,952,967,984,974,993,1037,"1,077","1,162","1,095","1,140","1,124","1,107","1,076",Daggett
"Utah, Davis",Utah,Davis,"Utah, Davis",240422,244687,249676,255582,262189,269208,278800,288236,295801,301965,"307,910","311,852","315,926","322,228","328,714","334,597","341,000",Davis
"Utah, Duchesne",Utah,Duchesne,"Utah, Duchesne",14449,14652,14969,15002,15101,15473,15823,16651,17412,18536,"18,647","18,700","19,000","19,960","20,199","20,748","20,242",Duchesne
"Utah, Emery",Utah,Emery,"Utah, Emery",10850,10614,10548,10545,10460,10471,10445,10566,10740,10896,"11,005","10,985","10,939","10,759","10,638","10,359","10,206",Emery
"Utah, Garfield",Utah,Garfield,"Utah, Garfield",4747,4705,4650,4605,4552,4582,4670,4850,5010,5068,"5,197","5,149","5,063","5,029","5,005","4,962","4,952",Garfield
"Utah, Grand",Utah,Grand,"Utah, Grand",8420,8436,8556,8556,8528,8657,8787,8838,8981,9034,"9,312","9,298","9,358","9,376","9,481","9,551","9,622",Grand
"Utah, Iron",Utah,Iron,"Utah, Iron",34002,34771,35728,36202,37223,39555,42000,43645,44547,45693,"46,263","46,622","46,646","46,530","47,041","48,113","49,676",Iron
"Utah, Juab",Utah,Juab,"Utah, Juab",8268,8388,8482,8622,8803,8926,9175,9607,10024,10209,"10,264","10,313","10,295","10,261","10,410","10,551","11,016",Juab
"Utah, Kane",Utah,Kane,"Utah, Kane",6094,6000,6081,6133,6200,6369,6678,6778,6853,7001,"7,213","7,295","7,173","7,124","7,167","7,039","7,297",Kane
"Utah, Millard",Utah,Millard,"Utah, Millard",12385,12294,12223,12168,12017,11935,11946,11954,12146,12343,"12,541","12,570","12,468","12,555","12,538","12,620","12,655",Millard
"Utah, Morgan",Utah,Morgan,"Utah, Morgan",7165,7337,7488,7572,7725,7977,8342,8771,9126,9318,"9,522","9,653","9,807","10,207","10,601","11,039","11,370",Morgan
"Utah, Piute",Utah,Piute,"Utah, Piute",1436,1414,1417,1409,1430,1430,1429,1419,1511,1528,"1,565","1,499","1,497","1,488","1,467","1,491","1,459",Piute
"Utah, Rich",Utah,Rich,"Utah, Rich",1965,1932,1947,2039,2051,2055,2035,2124,2227,2253,"2,254","2,294","2,257","2,263","2,273","2,300","2,313",Rich
"Utah, Salt Lake",Utah,Salt Lake,"Utah, Salt Lake",901018,910750,918152,924802,934140,947963,966798,983719,999553,1016795,"1,032,976","1,047,610","1,063,956","1,079,392","1,090,005","1,102,273","1,120,109",Salt Lake
"Utah, San Juan",Utah,San Juan,"Utah, San Juan",14334,13495,13662,13571,13723,13653,13679,14028,14436,14514,"14,824","14,839","15,037","14,988","15,058","15,239","15,329",San Juan
"Utah, Sanpete",Utah,Sanpete,"Utah, Sanpete",22806,23294,23566,23866,24217,24607,25051,25846,26959,27511,"27,940","28,003","27,961","28,128","28,297","28,654","29,232",Sanpete
"Utah, Sevier",Utah,Sevier,"Utah, Sevier",18877,18975,19088,19192,19412,19415,19844,20236,20599,20694,"20,798","20,870","20,658","20,747","20,735","20,858","21,131",Sevier
"Utah, Summit",Utah,Summit,"Utah, Summit",29964,30803,31536,32353,33271,34137,34242,34647,35229,35838,"36,500","37,421","37,864","38,420","39,113","39,640","40,512",Summit
"Utah, Tooele",Utah,Tooele,"Utah, Tooele",41519,43331,44998,46652,47894,49258,51483,53821,55909,57218,"58,502","59,190","59,792","60,633","61,442","62,639","64,612",Tooele
"Utah, Uintah",Utah,Uintah,"Utah, Uintah",25215,25786,26395,26561,26994,27661,28662,29920,31009,32931,"32,467","33,241","34,641","35,682","36,918","37,791","36,264",Uintah
"Utah, Utah",Utah,Utah,"Utah, Utah",371811,385671,397190,406158,416220,430697,448296,469574,487615,504801,"519,998","530,688","539,685","551,273","560,649","572,667","590,288",Utah
"Utah, Wasatch",Utah,Wasatch,"Utah, Wasatch",15421,16205,16975,17765,18349,19410,20755,21413,22120,22886,"23,644","24,408","25,344","26,584","27,814","29,118","30,375",Wasatch
"Utah, Washington",Utah,Washington,"Utah, Washington",91206,94512,99274,104188,110207,119000,126796,132277,135552,137088,"138,389","141,249","144,139","146,987","151,081","154,650","159,352",Washington
"Utah, Wayne",Utah,Wayne,"Utah, Wayne",2533,2532,2559,2527,2505,2510,2594,2648,2731,2788,"2,772","2,742","2,705","2,712","2,695","2,690","2,671",Wayne
"Utah, Weber",Utah,Weber,"Utah, Weber",197437,200073,203045,205319,207794,210150,212656,217567,223676,228118,"232,133","233,847","236,251","238,062","240,152","242,872","247,131",Weber
"Vermont, Addison",Vermont,Addison,"Vermont, Addison",36002,36055,36320,36432,36580,36611,36758,36886,36905,36847,"36,823","36,969","36,899","36,934","36,932","36,929","36,931",Addison
"Vermont, Bennington",Vermont,Bennington,"Vermont, Bennington",36965,36974,37105,37083,37062,36960,37127,37077,37168,37151,"37,078","36,813","36,610","36,534","36,167","36,153","35,911",Bennington
"Vermont, Caledonia",Vermont,Caledonia,"Vermont, Caledonia",29662,29704,30046,30188,30642,30881,31252,31238,31167,31213,"31,166","31,111","31,025","31,044","30,873","30,645","30,154",Caledonia
"Vermont, Chittenden",Vermont,Chittenden,"Vermont, Chittenden",147161,148441,149639,150410,151445,152163,152861,153625,154659,155793,"156,769","158,033","158,673","159,432","159,945","161,293","161,563",Chittenden
"Vermont, Essex",Vermont,Essex,"Vermont, Essex",6445,6467,6503,6480,6478,6450,6341,6421,6404,6331,"6,312","6,324","6,224","6,193","6,154","6,193","6,224",Essex
"Vermont, Franklin",Vermont,Franklin,"Vermont, Franklin",45530,45900,46305,46590,46942,47192,47392,47455,47462,47620,"47,821","48,228","48,317","48,407","48,763","48,988","48,963",Franklin
"Vermont, Grand Isle",Vermont,Grand Isle,"Vermont, Grand Isle",6909,7020,7108,7201,7265,7282,7173,7152,7211,7022,"6,948","6,974","6,972","6,988","6,968","6,871","6,921",Grand Isle
"Vermont, Lamoille",Vermont,Lamoille,"Vermont, Lamoille",23285,23378,23475,23539,23444,23421,23642,23778,23971,24193,"24,515","24,707","24,945","25,111","25,130","25,240","25,331",Lamoille
"Vermont, Orange",Vermont,Orange,"Vermont, Orange",28381,28696,28735,28921,29040,29066,29249,29119,29032,28965,"28,944","29,018","28,916","28,848","28,875","28,887","28,908",Orange
"Vermont, Orleans",Vermont,Orleans,"Vermont, Orleans",26321,26443,26540,26908,27064,27224,27215,27332,27269,27234,"27,245","27,195","27,165","27,135","27,024","27,034","26,766",Orleans
"Vermont, Rutland",Vermont,Rutland,"Vermont, Rutland",63373,63132,62982,63113,62997,63003,62894,62618,62368,61946,"61,586","61,235","60,803","60,488","60,039","59,544","59,122",Rutland
"Vermont, Washington",Vermont,Washington,"Vermont, Washington",58072,58526,58889,58958,59081,59366,59414,59275,59278,59353,"59,570","59,591","59,407","59,218","58,961","58,652","58,355",Washington
"Vermont, Windham",Vermont,Windham,"Vermont, Windham",44074,43998,44122,44353,44241,44187,44390,44444,44407,44441,"44,502","44,239","43,996","43,885","43,656","43,246","43,163",Windham
"Vermont, Windsor",Vermont,Windsor,"Vermont, Windsor",57438,57489,57673,57682,57639,57409,57184,57061,56850,56708,"56,600","56,612","56,138","55,993","55,727","55,541","55,345",Windsor
"Virginia, Accomack",Virginia,Accomack,"Virginia, Accomack",38215,37742,37308,36742,36310,35835,35192,34553,33970,33415,"33,148","33,225","33,268","32,969","32,971","32,914","32,871",Accomack
"Virginia, Albemarle",Virginia,Albemarle,"Virginia, Albemarle",83532,85002,86150,87620,89491,91676,93852,95009,97081,98071,"99,204","100,213","101,464","102,270","103,732","105,117","106,431",Albemarle
"Virginia, Alleghany",Virginia,Alleghany,"Virginia, Alleghany",17213,17082,16953,16687,16645,16580,16564,16530,16404,16306,"16,203","16,163","16,034","15,923","15,605","15,425","15,387",Alleghany
"Virginia, Amelia",Virginia,Amelia,"Virginia, Amelia",11446,11481,11540,11544,11712,11943,12250,12447,12563,12594,"12,746","12,752","12,745","12,656","12,713","12,784","12,801",Amelia
"Virginia, Amherst",Virginia,Amherst,"Virginia, Amherst",31854,31953,31775,31810,31783,31955,32094,32203,32510,32447,"32,387","32,154","32,630","32,317","32,158","31,836","31,887",Amherst
"Virginia, Appomattox",Virginia,Appomattox,"Virginia, Appomattox",13692,13809,13733,13765,13916,13981,14215,14425,14795,14812,"15,098","15,109","15,246","15,320","15,348","15,492","15,528",Appomattox
"Virginia, Arlington",Virginia,Arlington,"Virginia, Arlington",189198,190386,190137,188735,187901,187760,188176,190759,196305,202637,"209,295","215,990","221,454","224,894","225,980","228,548","231,259",Arlington
"Virginia, Augusta",Virginia,Augusta,"Virginia, Augusta",65572,66124,66735,67660,68899,69949,71896,73041,73555,73844,"73,584","73,648","73,588","73,842","73,881","74,292","74,834",Augusta
"Virginia, Bath",Virginia,Bath,"Virginia, Bath",5020,4997,5012,4974,4934,4891,4823,4835,4778,4743,"4,721","4,655","4,642","4,592","4,535","4,460","4,409",Bath
"Virginia, Bedford",Virginia,Bedford,"Virginia, Bedford",60472,60985,61580,62441,63563,64825,66363,67392,67594,68399,"75,035","75,554","75,750","76,177","77,034","77,629","77,993",Bedford
"Virginia, Bedford",Virginia,Bedford,"Virginia, Bedford",60472,60985,61580,62441,63563,64825,66363,67392,67594,68399,"75,035","75,554","75,750","76,177","77,034","77,629","77,993",Bedford
"Virginia, Bland",Virginia,Bland,"Virginia, Bland",6833,6876,6836,6913,6913,6873,6840,6930,6921,6868,"6,799","6,773","6,692","6,673","6,583","6,532","6,472",Bland
"Virginia, Botetourt",Virginia,Botetourt,"Virginia, Botetourt",30648,30748,31155,31454,31715,31803,32491,32681,32955,33042,"33,199","33,005","33,123","32,994","33,080","33,380","33,252",Botetourt
"Virginia, Brunswick",Virginia,Brunswick,"Virginia, Brunswick",18387,18331,18236,18072,17981,17981,18011,17823,17791,17507,"17,402","17,127","17,032","16,984","16,825","16,845","16,618",Brunswick
"Virginia, Buchanan",Virginia,Buchanan,"Virginia, Buchanan",26838,26501,26299,25941,25647,25315,25009,24670,24371,24234,"24,084","23,824","23,822","23,625","23,152","22,752","22,212",Buchanan
"Virginia, Buckingham",Virginia,Buckingham,"Virginia, Buckingham",15634,15857,15908,16057,16168,16401,16547,16737,16819,17148,"17,091","17,213","17,068","17,150","16,931","17,017","17,051",Buckingham
"Virginia, Campbell",Virginia,Campbell,"Virginia, Campbell",51082,51349,51685,51885,52093,52795,53475,53769,54232,54472,"54,901","54,789","54,830","55,078","55,272","55,356","55,419",Campbell
"Virginia, Caroline",Virginia,Caroline,"Virginia, Caroline",22136,22168,22566,23135,23920,25475,26722,27592,28011,28263,"28,635","28,672","28,949","29,248","29,741","29,900","30,099",Caroline
"Virginia, Carroll",Virginia,Carroll,"Virginia, Carroll",29264,29448,29415,29472,29670,29660,29894,29933,30067,30002,"30,071","30,092","29,916","29,909","29,711","29,870","29,789",Carroll
"Virginia, Charles City",Virginia,Charles City,"Virginia, Charles City",6930,6952,7030,7091,7050,7060,7156,7148,7232,7216,"7,259","7,205","7,126","7,072","6,978","7,046","7,034",Charles City
"Virginia, Charlotte",Virginia,Charlotte,"Virginia, Charlotte",12476,12481,12590,12465,12524,12631,12731,12680,12654,12588,"12,568","12,499","12,401","12,279","12,175","12,179","12,119",Charlotte
"Virginia, Chesterfield",Virginia,Chesterfield,"Virginia, Chesterfield",261047,265544,270741,276300,283030,289998,298496,304636,309837,313096,"317,198","320,307","323,880","327,612","332,093","334,915","338,479",Chesterfield
"Virginia, Clarke",Virginia,Clarke,"Virginia, Clarke",12672,12862,12950,13110,13413,13710,13939,13969,14092,14015,"14,012","14,190","14,245","14,253","14,315","14,239","14,294",Clarke
"Virginia, Craig",Virginia,Craig,"Virginia, Craig",5073,5056,5065,5097,5142,5139,5158,5212,5167,5120,"5,198","5,169","5,138","5,138","5,176","5,136","5,120",Craig
"Virginia, Culpeper",Virginia,Culpeper,"Virginia, Culpeper",34442,35299,36612,38121,39670,41894,44076,45527,46056,46236,"46,838","47,345","47,844","48,606","49,237","49,551","50,319",Culpeper
"Virginia, Cumberland",Virginia,Cumberland,"Virginia, Cumberland",8987,9002,9093,9216,9223,9465,9596,9762,9849,10013,"10,028","9,985","9,841","9,848","9,839","9,756","9,745",Cumberland
"Virginia, Dickenson",Virginia,Dickenson,"Virginia, Dickenson",16322,16237,16074,16018,16003,16111,15958,15971,16078,15925,"15,847","15,779","15,707","15,526","15,344","15,201","15,014",Dickenson
"Virginia, Dinwiddie",Virginia,Dinwiddie,"Virginia, Dinwiddie",24674,24666,25038,25415,25770,26149,26590,27078,27694,27888,"28,063","28,119","28,223","28,084","28,094","28,148","28,468",Dinwiddie
"Virginia, Essex",Virginia,Essex,"Virginia, Essex",9984,9994,10074,10201,10238,10445,10576,10739,10920,11104,"11,146","11,169","11,135","11,161","11,071","11,096","11,077",Essex
"Virginia, Fairfax",Virginia,Fairfax,"Virginia, Fairfax",975476,991564,998613,1003070,1010938,1019490,1018981,1027727,1044178,1065142,"1,086,155","1,103,439","1,120,395","1,131,784","1,136,271","1,140,401","1,144,188",Fairfax
"Virginia, Fairfax",Virginia,Fairfax,"Virginia, Fairfax",975476,991564,998613,1003070,1010938,1019490,1018981,1027727,1044178,1065142,"1,086,155","1,103,439","1,120,395","1,131,784","1,136,271","1,140,401","1,144,188",Fairfax
"Virginia, Fauquier",Virginia,Fauquier,"Virginia, Fauquier",55470,56878,58522,59863,61319,62686,63761,64122,64558,64907,"65,440","66,032","66,561","67,139","68,116","68,423","68,805",Fauquier
"Virginia, Floyd",Virginia,Floyd,"Virginia, Floyd",13909,14086,14172,14261,14371,14588,14762,14823,15101,15150,"15,365","15,400","15,431","15,482","15,526","15,548","15,677",Floyd
"Virginia, Fluvanna",Virginia,Fluvanna,"Virginia, Fluvanna",20191,21027,21921,22835,23451,24318,24638,25134,25461,25576,"25,791","25,956","25,883","25,825","25,969","26,133","26,187",Fluvanna
"Virginia, Franklin",Virginia,Franklin,"Virginia, Franklin",47546,48384,49167,50012,51001,51976,53037,54447,55284,55732,"56,176","56,337","56,290","56,269","56,258","56,227","56,158",Franklin
"Virginia, Franklin",Virginia,Franklin,"Virginia, Franklin",47546,48384,49167,50012,51001,51976,53037,54447,55284,55732,"56,176","56,337","56,290","56,269","56,258","56,227","56,158",Franklin
